,price,mileage,registration_date,engine_power,brand,model,registration_year,colour,type,fuel_type,is_after_accident,engine_size
1385,"
€ 11.990,-
",100 km,12/2019,74 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,no_data_about_accident,"
1.368 cm³
"
1386,"
€ 11.990,-
",10.504 km,11/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,no_data
1387,"
€ 11.990,-
",8.533 km,06/2019,62 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,,no_data
1388,"
€ 11.990,-
",9.999 km,06/2019,74 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,no_data
1389,"
€ 11.990,-
",12.800 km,10/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1390,"
€ 11.990,-
",13.000 km,10/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1391,"
€ 11.990,-
",7.500 km,10/2019,62 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1392,"
€ 11.990,-
",4.500 km,12/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1393,"
€ 11.990,-
",7 km,11/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95 / Super Plus E10 98 / Super Plus 98 / Super E10 95,"
11/2019
","
1.248 cm³
"
1394,"
€ 11.999,-
",27.000 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Normal/Benzin 91 / Super Plus E10 98 / Super E10 95 / Super 95 / Super Plus 98,"
12 Monate
","
1.248 cm³
"
1395,"
€ 11.999,-
",2.253 km,09/2019,62 kW,Hyundai,i20,2019,Weiß,Limousine,Normal/Benzin E10 91 / Normal/Benzin 91 / Super 95 / Super Plus 98,"
48 Monate
","
1.248 cm³
"
1396,,16 km,12/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,no_data_about_accident,no_data
1397,"
€ 11.999,-
",25 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,"
60 Monate
","
1.248 cm³
"
1398,"
€ 11.999,-
",25 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1399,"
€ 12.150,-
",8.500 km,06/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95 / Super E10 95,no_data_about_accident,"
1.248 cm³
"
1400,"
€ 12.166,-
",5 km,08/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,no_data
1401,"
€ 12.175,-
",15 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95 / Super Plus 98,no_data_about_accident,"
1.248 cm³
"
1402,"
€ 12.190,-
",20 km,09/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,no_data
1403,"
€ 12.255,-
",15 km,10/2019,55 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,no_data_about_accident,no_data
1404,"
€ 12.290,-
",19.200 km,12/2019,64 kW,Hyundai,i20,2019,Weiß,Limousine,Normal/Benzin 91,no_data_about_accident,"
1.248 cm³
"
1405,"
€ 12.290,-
",10.740 km,12/2019,62 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,,no_data
1406,"
€ 12.330,-
",17.745 km,06/2019,62 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,,no_data
1407,"
€ 12.360,-
",14.010 km,10/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,no_data
1408,"
€ 12.377,-
",15.230 km,04/2019,74 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95 / Normal/Benzin 91,,"
998 cm³
"
1409,"
€ 12.390,-
",25.825 km,04/2019,62 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95 / Normal/Benzin 91,,no_data
1410,"
€ 12.390,-
",9.546 km,12/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,no_data
1411,"
€ 12.390,-
",13.600 km,07/2019,74 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95 / Super E10 95,"
48 Monate
","
998 cm³
"
1412,"
€ 12.390,-
",1.890 km,04/2019,74 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
1413,"
€ 12.390,-
",5.400 km,10/2019,62 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1414,"
€ 12.400,-
",11.400 km,01/2019,62 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,"
24 Monate
","
1.248 cm³
"
1415,"
€ 12.400,-
",19.100 km,11/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1416,"
€ 12.400,-
",50 km,06/2019,62 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95 / Super E10 95,,"
1.248 cm³
"
1417,"
€ 12.474,-
",10 km,11/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1418,"
€ 12.485,-
",22.117 km,03/2019,62 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1419,"
€ 12.485,-
",9.396 km,10/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1420,"
€ 12.490,-
",26.600 km,11/2019,62 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95 / Super E10 95,"
48 Monate
","
1.248 cm³
"
1421,"
€ 12.490,-
",15 km,05/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95 (Rußpartikelfilter),,"
1.248 cm³
"
1422,"
€ 12.490,-
",20.204 km,11/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super E10 95,,"
1.248 cm³
"
1423,"
€ 12.490,-
",12.406 km,06/2019,74 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,,no_data
1424,"
€ 12.490,-
",10.896 km,06/2019,74 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,no_data
1425,"
€ 12.490,-
",9.972 km,06/2019,74 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,no_data
1426,"
€ 12.490,-
",11.735 km,06/2019,74 kW,Hyundai,i20,2019,Braun,Kleinwagen,Super 95,,no_data
1427,"
€ 12.490,-
",10.300 km,10/2019,62 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1428,"
€ 12.499,-
",9.500 km,08/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
1429,"
€ 12.500,-
",14.400 km,12/2019,62 kW,Hyundai,i20,2019,Grau,Limousine,Super 95 / Super Plus 98,,"
1.248 cm³
"
1430,"
€ 12.500,-
",900 km,01/2019,74 kW,Hyundai,i20,2019,Blau,Limousine,Benzin,,"
998 cm³
"
1431,"
€ 12.500,-
",15.960 km,07/2019,74 kW,Hyundai,i20,2019,Blau,Limousine,Super 95,,no_data
1432,"
€ 12.580,-
",3.700 km,11/2019,62 kW,Hyundai,i20,2019,Blau,Limousine,Super E10 95,"
60 Monate
","
1.248 cm³
"
1433,"
€ 12.588,-
",5 km,01/2019,62 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,,no_data
1434,"
€ 12.590,-
",150 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super E10 95,no_data_about_accident,"
1.248 cm³
"
1435,"
€ 12.590,-
",15 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super E10 95,no_data_about_accident,"
1.248 cm³
"
1436,"
€ 12.590,-
",25 km,08/2019,74 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,no_data
1437,"
€ 12.613,-
",10 km,12/2019,55 kW,Hyundai,i20,2019,Blau,Limousine,Super 95 (Rußpartikelfilter),no_data_about_accident,no_data
1438,"
€ 12.614,-
",10 km,12/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,,no_data
1439,"
€ 12.614,-
",10 km,11/2019,62 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,,no_data
1440,"
€ 12.662,-
",5.000 km,10/2019,62 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,,no_data
1441,"
€ 12.663,-
",10 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super E10 95 / Super 95,,"
1.248 cm³
"
1442,"
€ 12.690,-
",5.800 km,05/2019,62 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,no_data
1443,"
€ 12.690,-
",1.000 km,11/2019,62 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,,no_data
1444,"
€ 12.690,-
",5.000 km,04/2019,62 kW,Hyundai,i20,2019,Blau,Limousine,Super 95 / Super Plus 98,"
Ja
","
1.248 cm³
"
1445,"
€ 12.690,-
",10 km,11/2019,62 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,,no_data
1446,,9.900 km,03/2019,62 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1447,"
€ 12.700,-
",7.100 km,06/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1448,"
€ 12.790,-
",29.100 km,10/2019,74 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Benzin (Rußpartikelfilter),,no_data
1449,"
€ 12.790,-
",300 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1450,"
€ 12.791,-
",15 km,12/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super 95 / Super Plus 98,,"
1.248 cm³
"
1451,"
€ 12.870,-
",15.000 km,05/2019,74 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98,,"
998 cm³
"
1452,"
€ 12.880,-
",13.700 km,12/2019,62 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,,"
1.248 cm³
"
1453,"
€ 12.888,-
",450 km,12/2019,62 kW,Hyundai,i20,2019,Silber,Limousine,Super 95,no_data_about_accident,"
1.233 kg
"
1454,"
€ 12.898,-
",13.000 km,04/2019,74 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,"
998 cm³
"
1455,"
€ 12.900,-
",12.144 km,04/2019,62 kW,Hyundai,i20,2019,Braun,Limousine,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1456,"
€ 12.900,-
",6.000 km,07/2019,74 kW,Hyundai,i20,2019,Blau,Limousine,Super 95,no_data_about_accident,"
1.368 cm³
"
1457,"
€ 12.950,-
",16.920 km,05/2019,74 kW,Hyundai,i20,2019,Braun,Kleinwagen,Benzin (Rußpartikelfilter),,no_data
1458,"
€ 12.950,-
",20 km,11/2019,62 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95,"
24 Monate
","
1.055 kg
"
1459,"
€ 12.980,-
",15.200 km,08/2019,74 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,no_data
1460,,10 km,09/2019,74 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,no_data_about_accident,"
998 cm³
"
1461,"
€ 12.985,-
",5.217 km,07/2019,74 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95 (Rußpartikelfilter),,"
998 cm³
"
1462,"
€ 12.990,-
",6.570 km,08/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,no_data_about_accident,no_data
1463,"
€ 12.990,-
",15.611 km,11/2019,62 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95,,no_data
1464,"
€ 12.990,-
",10 km,10/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super E10 95,"
12 Monate
","
4
"
1465,"
€ 12.990,-
",9.358 km,06/2019,74 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,no_data
1466,"
€ 12.990,-
",8.472 km,06/2019,74 kW,Hyundai,i20,2019,Braun,Kleinwagen,Super 95,,no_data
1467,"
€ 12.990,-
",17.312 km,04/2019,74 kW,Hyundai,i20,2019,Braun,Kleinwagen,Super 95,,no_data
1468,"
€ 12.990,-
",13.100 km,08/2019,74 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95 (Rußpartikelfilter),,"
998 cm³
"
1469,"
€ 12.990,-
",29.900 km,04/2019,74 kW,Hyundai,i20,2019,Silber,Limousine,Super 95 (Rußpartikelfilter),no_data_about_accident,"
998 cm³
"
1470,"
€ 12.990,-
",1.600 km,02/2019,88 kW,Hyundai,i20,2019,Schwarz,Limousine,Benzin,no_data_about_accident,no_data
1471,"
€ 12.990,-
",17.495 km,10/2019,74 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,no_data_about_accident,no_data
1472,"
€ 12.990,-
",20 km,12/2019,62 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95,,no_data
1473,,7 km,01/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Benzin,,no_data
1474,,7.696 km,05/2019,74 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95 (Rußpartikelfilter),no_data_about_accident,"
998 cm³
"
1475,"
€ 12.990,-
",25 km,09/2019,62 kW,Hyundai,i20,2019,Schwarz,Limousine,Super E10 95,,"
1.248 cm³
"
1476,"
€ 12.990,-
",3.000 km,02/2019,62 kW,Hyundai,i20,2019,Weiß,Limousine,Normal/Benzin E10 91,no_data_about_accident,"
1.248 cm³
"
1477,"
€ 12.990,-
",25.000 km,03/2019,74 kW,Hyundai,i20,2019,Blau,Limousine,Super 95 / Normal/Benzin 91,,"
998 cm³
"
1478,"
€ 12.999,-
",23.400 km,03/2019,74 kW,Hyundai,i20,2019,Blau,Limousine,Super 95 / Normal/Benzin 91,no_data_about_accident,"
998 cm³
"
1479,"
€ 12.999,-
",17.160 km,12/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1480,"
€ 12.999,-
",19.637 km,11/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1481,"
€ 12.999,-
",8.789 km,12/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1482,"
€ 12.999,-
",16.823 km,12/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1483,"
€ 12.999,-
",3.000 km,12/2019,62 kW,Hyundai,i20,2019,Weiß,Limousine,Benzin,,"
1.248 cm³
"
1484,"
€ 13.000,-
",3.400 km,12/2019,62 kW,Hyundai,i20,2019,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
1485,"
€ 13.076,-
",100 km,08/2019,62 kW,Hyundai,i20,2019,Kleinwagen,Schaltgetriebe,,no_data_about_accident,no_data
1486,"
€ 13.087,-
",10 km,12/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,,no_data
1487,"
€ 13.150,-
",5 km,03/2019,62 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Benzin,,no_data
1488,"
€ 13.150,-
",9 km,01/2019,62 kW,Hyundai,i20,2019,Grau,Kleinwagen,Benzin,,no_data
1489,"
€ 13.200,-
",11 km,08/2019,62 kW,Hyundai,i20,2019,Grau,Limousine,Normal/Benzin E10 91,no_data_about_accident,"
1.198 cm³
"
1490,"
€ 13.240,-
",27.700 km,12/2019,62 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95,,"
1.248 cm³
"
1491,"
€ 13.247,-
",25 km,02/2019,62 kW,Hyundai,i20,2019,Braun,Kleinwagen,Benzin,,no_data
1492,"
€ 13.290,-
",1.500 km,11/2019,62 kW,Hyundai,i20,2019,Blau,Limousine,Super 95 / Normal/Benzin 91,,no_data
1493,"
€ 13.330,-
",5.000 km,12/2019,74 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
998 cm³
"
1494,"
€ 13.340,-
",10 km,01/2019,74 kW,Hyundai,i20,2019,Grau,Limousine,Super E10 95,no_data_about_accident,"
Front
"
1495,"
€ 13.380,-
",50 km,07/2019,62 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super E10 95 / Super 95,,"
1.248 cm³
"
1496,"
€ 13.435,-
",7.043 km,04/2019,74 kW,Hyundai,i20,2019,Kleinwagen,Schaltgetriebe,,,"
998 cm³
"
1497,"
€ 13.440,-
",20.970 km,12/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1498,"
€ 13.450,-
",15.727 km,12/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1499,"
€ 13.450,-
",25.978 km,04/2019,74 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95 (Rußpartikelfilter),,"
998 cm³
"
1500,"
€ 13.450,-
",12.130 km,12/2019,62 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95,,no_data
1501,"
€ 13.481,-
",6.349 km,05/2019,74 kW,Hyundai,i20,2019,Kleinwagen,Automatik,,,"
998 cm³
"
1502,"
€ 13.485,-
",15 km,10/2019,62 kW,Hyundai,i20,2019,Kleinwagen,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1503,"
€ 13.490,-
",16.800 km,12/2019,74 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,,"
998 cm³
"
1504,"
€ 13.490,-
",12.800 km,11/2019,62 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,,no_data
1505,"
€ 13.490,-
",8.700 km,11/2019,74 kW,Hyundai,i20,2019,Rot,Kleinwagen,Benzin (Rußpartikelfilter),no_data_about_accident,no_data
1506,"
€ 13.490,-
",15 km,08/2019,62 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95 (Rußpartikelfilter),,"
1.248 cm³
"
1507,"
€ 13.490,-
",16.000 km,05/2019,74 kW,Hyundai,i20,2019,Braun,Kleinwagen,Super 95 (Rußpartikelfilter),,no_data
1508,,15.000 km,06/2019,62 kW,Hyundai,i20,2019,Silber,Limousine,Super 95,,"
1.248 cm³
"
1509,"
€ 13.499,-
",7.312 km,12/2019,74 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,no_data_about_accident,"
1.055 kg
"
1510,"
€ 13.500,-
",780 km,04/2019,75 kW,Hyundai,i20,2019,Blau,Limousine,,no_data_about_accident,no_data
1511,"
€ 13.500,-
",2.305 km,12/2019,62 kW,Hyundai,i20,2019,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
1512,"
€ 13.500,-
",5.200 km,12/2019,62 kW,Hyundai,i20,2019,Silber,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
1513,"
€ 13.500,-
",5.600 km,03/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super E10 95,no_data_about_accident,"
1.248 cm³
"
1514,"
€ 13.500,-
",8.474 km,01/2019,62 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super E10 95 / Super 95,,"
1.248 cm³
"
1515,"
€ 13.570,-
",16.319 km,07/2019,74 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super E10 95 / Super 95 / Super Plus 98 / Super Plus E10 98,,"
998 cm³
"
1516,"
€ 13.588,-
",10 km,01/2019,74 kW,Hyundai,i20,2019,Braun,Kleinwagen,Super 95,,no_data
1517,"
€ 13.589,-
",3.106 km,04/2019,74 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95 / Normal/Benzin 91,,"
998 cm³
"
1518,"
€ 13.590,-
",15.885 km,04/2019,74 kW,Hyundai,i20,2019,Braun,Limousine,Super 95 (Rußpartikelfilter),,no_data
1519,"
€ 13.590,-
",150 km,02/2019,62 kW,Hyundai,i20,2019,Schwarz,Limousine,Normal/Benzin E10 91 / Super 95 / Super E10 95,,"
1.248 cm³
"
1520,"
€ 13.637,-
",10 km,08/2019,74 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95 (Rußpartikelfilter),,no_data
1521,"
€ 13.660,-
",4.509 km,03/2019,74 kW,Hyundai,i20,2019,Braun,Kleinwagen,Super 95 (Rußpartikelfilter),,no_data
1522,"
€ 13.670,-
",18.524 km,07/2019,74 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,"
998 cm³
"
1523,"
€ 13.690,-
",14.800 km,10/2019,62 kW,Hyundai,i20,2019,Blau,Kleinwagen,Benzin,,no_data
1524,"
€ 13.690,-
",3.000 km,12/2019,74 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,no_data
1525,"
€ 13.690,-
",11.000 km,03/2019,55 kW,Hyundai,i20,2019,Blau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1526,"
€ 13.700,-
",2.500 km,08/2019,74 kW,Hyundai,i20,2019,Grau,Limousine,Super E10 95 / Super 95,,"
998 cm³
"
1527,"
€ 13.750,-
",10 km,08/2019,62 kW,Hyundai,i20,2019,Weiß,Limousine,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1528,"
€ 13.765,-
",5 km,08/2019,74 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,no_data
1529,"
€ 13.770,-
",15.800 km,11/2019,62 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,"
1.248 cm³
"
1530,"
€ 13.770,-
",13.400 km,12/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1531,"
€ 13.780,-
",875 km,08/2019,62 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,,"
1.248 cm³
"
1532,"
€ 13.780,-
",3.500 km,11/2019,74 kW,Hyundai,i20,2019,Rot,Limousine,Super E10 95 (Rußpartikelfilter),,"
998 cm³
"
1533,"
€ 13.790,-
",14.810 km,10/2019,62 kW,Hyundai,i20,2019,Blau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1534,"
€ 13.790,-
",11.500 km,12/2019,62 kW,Hyundai,i20,2019,Silber,Limousine,Super 95 (Rußpartikelfilter),,"
1.248 cm³
"
1535,"
€ 13.790,-
",9.700 km,12/2019,62 kW,Hyundai,i20,2019,Grau,Limousine,Super 95 (Rußpartikelfilter),,"
1.248 cm³
"
1536,"
€ 13.790,-
",10.300 km,12/2019,62 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95 (Rußpartikelfilter),,"
1.248 cm³
"
1537,"
€ 13.790,-
",11.506 km,01/2019,74 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,,no_data
1538,"
€ 13.790,-
",16.650 km,07/2019,74 kW,Hyundai,i20,2019,Blau,Limousine,Super 95 (Rußpartikelfilter),"
60 Monate
","
998 cm³
"
1539,"
€ 13.790,-
",10.190 km,06/2019,74 kW,Hyundai,i20,2019,Schwarz,Limousine,Super E10 95,,"
998 cm³
"
1540,"
€ 13.800,-
",177 km,06/2019,62 kW,Hyundai,i20,2019,Blau,Limousine,Super 95 / Super E10 95,,"
1.248 cm³
"
1541,"
€ 13.850,-
",7.000 km,08/2019,74 kW,Hyundai,i20,2019,Grau,Kleinwagen,Benzin (Rußpartikelfilter),,no_data
1542,"
€ 13.880,-
",9.598 km,03/2019,74 kW,Hyundai,i20,2019,Silber,Limousine,Super 95,,no_data
1543,"
€ 13.900,-
",9.490 km,08/2019,62 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,,no_data
1544,"
€ 13.900,-
",400 km,08/2019,62 kW,Hyundai,i20,2019,Grau,Limousine,Super E10 95,no_data_about_accident,"
1.248 cm³
"
1545,"
€ 13.949,-
",15 km,08/2019,62 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,no_data_about_accident,no_data
1546,"
€ 13.949,-
",15 km,08/2019,62 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,no_data_about_accident,no_data
1547,"
€ 13.950,-
",18.476 km,10/2019,74 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,no_data_about_accident,"
998 cm³
"
1548,,15 km,12/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super 95 / Super Plus 98,no_data_about_accident,"
1.248 cm³
"
1549,"
€ 13.969,-
",14.552 km,07/2019,62 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Benzin,,"
1.248 cm³
"
1550,"
€ 13.980,-
",4.500 km,08/2019,74 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95 (Rußpartikelfilter),,no_data
1551,"
€ 1.399,-
",84.000 km,01/2009,57 kW,Hyundai,i20,2009,Bronze,Limousine,Benzin,"
Ja
","
1.248 cm³
"
1552,"
€ 2.300,-
",125.277 km,11/2009,57 kW,Hyundai,i20,2009,Schwarz,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
1553,"
€ 3.000,-
",159.984 km,03/2009,57 kW,Hyundai,i20,2009,Beige,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
1554,"
€ 3.990,-
",78.968 km,10/2009,74 kW,Hyundai,i20,2009,Grün,Limousine,Benzin,"
Ja
",no_data
1555,"
€ 3.100,-
",72.000 km,09/2010,57 kW,Hyundai,i20,2010,Weiß,Limousine,Benzin,"
Ja
","
1.248 cm³
"
1556,"
€ 5.000,-
",128.053 km,10/2010,57 kW,Hyundai,i20,2010,Silber,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
1557,"
€ 6.250,-
",110.000 km,07/2010,93 kW,Hyundai,i20,2010,Grau,Limousine,Benzin,"
Ja
","
1.591 cm³
"
1558,"
€ 2.290,-
",109.004 km,05/2011,57 kW,Hyundai,i20,2011,Weiß,Limousine,Benzin,no_data_about_accident,no_data
1559,"
€ 2.300,-
",69.000 km,07/2011,57 kW,Hyundai,i20,2011,Schwarz,Limousine,Super 95,no_data_about_accident,no_data
1560,"
€ 2.300,-
",122.000 km,07/2011,57 kW,Hyundai,i20,2011,Weiß,Limousine,Super 95 / Super E10 95 / Normal/Benzin 91 / Super Plus E10 98 / Super Plus 98 / Normal/Benzin E10 91,,"
1.248 cm³
"
1561,"
€ 3.600,-
",115.500 km,08/2011,57 kW,Hyundai,i20,2011,Schwarz,Limousine,Benzin,"
Ja
","
1.248 cm³
"
1562,"
€ 4.000,-
",100.000 km,06/2012,63 kW,Hyundai,i20,2012,Weiß,Kleinwagen,Benzin,no_data_about_accident,"
1.248 cm³
"
1563,"
€ 4.300,-
",63.700 km,04/2012,57 kW,Hyundai,i20,2012,Weiß,Limousine,Benzin,"
Ja
","
1.248 cm³
"
1564,"
€ 5.999,-
",48.950 km,12/2012,63 kW,Hyundai,i20,2012,Silber,Kleinwagen,Benzin,"
Ja
","
1.248 cm³
"
1565,"
€ 6.200,-
",74.000 km,09/2012,63 kW,Hyundai,i20,2012,Schwarz,Limousine,Benzin,"
Ja
","
1.248 cm³
"
1566,"
€ 2.200,-
",125.805 km,06/2013,63 kW,Hyundai,i20,2013,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
1567,"
€ 4.200,-
",100.000 km,10/2013,63 kW,Hyundai,i20,2013,Weiß,Kleinwagen,Benzin,no_data_about_accident,"
1.248 cm³
"
1568,"
€ 1.800,-
",120.000 km,04/2014,63 kW,Hyundai,i20,2014,Weiß,Limousine,Benzin,,"
1.248 cm³
"
